expression,conc,n_words
rule ok,0.38636363636363635,2
rule on,0.32499999999999996,2
rule out,0.8712121212121212,2
rule out of,0.42500000000000004,3
rule over,0.30000000000000004,2
rule the roost,0.25,3
rule the school,0.4,3
rule with an iron fist,0.22499999999999998,5
ruled with a rod of iron,0.175,6
rules of order,0.25,3
ruling class,0.275,2
rum cherry,0.875,2
rum cocktail,0.875,2
rum sling,0.75,2
rumble on,0.575,2
rumble seat,0.875,2
rumble strip,0.5681818181818182,2
ruminate over,0.34090909090909105,2
rummage sale,0.42500000000000004,2
rumor campaign,0.42500000000000004,2
rumor has it,0.04999999999999999,3
rumor mill,0.6,2
rumour has it,0.22499999999999998,3
rumour mill,0.175,2
rump roast,0.8636363636363635,2
rump steak,0.8541666666666667,2
rumple up,0.525,2
run a fever,0.484375,3
run a mile,0.475,3
run a red light,0.725,4
run a risk,0.25,3
run a tab,0.36363636363636365,3
run a taut ship,0.175,4
run a temperature,0.625,3
run a tight ship,0.32499999999999996,4
run a tub,0.5681818181818182,3
run about,0.5,2
run across,0.6,2
run activities,0.44999999999999996,2
run afoul,0.375,2
run afoul of,0.4,3
run after,0.575,2
run against,0.42500000000000004,2
run aground,0.7,2
run along,0.35,2
run amok,0.275,2
run an errand,0.4545454545454546,3
run around,0.575,2
run around after,0.55,3
run around in circles,0.375,4
run around like a headless chicken,0.15000000000000002,6
run around with,0.4,3
run at,0.6363636363636364,2
run away,0.8243686868686868,2
run away from,0.33333333333333326,3
run away together,0.44999999999999996,3
run away with,0.5227272727272727,3
run back over,0.3653846153846154,3
run batted in,0.275,3
run by,0.275,2
run circles around,0.4,3
run circles around you,0.275,4
run counter,0.5227272727272727,2
run deep,0.35,2
run down,0.7112373737373738,2
run down the clock,0.42307692307692313,4
run dry,0.275,2
run for,0.625,2
run for office,0.65,3
run for one's money,0.36363636363636365,4
run for the hill,0.3026315789473685,4
run for the hills,0.35416666666666663,4
run for the roses,0.32499999999999996,4
run for your money,0.2,4
run hot and cold,0.20454545454545447,4
run in,0.25,2
run in the family,0.35,4
run interference,0.475,2
run into,0.38636363636363635,2
run into the ground,0.30000000000000004,4
run it by me again,0.42500000000000004,5
run it up the flagpole,0.32499999999999996,5
run its course,0.2727272727272727,3
run low,0.44999999999999996,2
run of play,0.125,3
run of the mill,0.25,4
run off,0.7424242424242424,2
run off at the mouth,0.22499999999999998,5
run off together,0.475,3
run off with,0.475,3
run on,0.55,2
run on fumes,0.275,3
run one's course,0.32499999999999996,3
run oneself ragged,0.22499999999999998,3
run out,0.44999999999999996,2
run out of,0.32499999999999996,3
run out of patience,0.13636363636363635,4
run out of steam,0.275,4
run out of time,0.36363636363636365,4
run out of town,0.22727272727272718,4
run out on,0.22499999999999998,3
run out the clock,0.30000000000000004,4
run over,0.9200036075036075,2
run past,0.5681818181818182,2
run play,0.32499999999999996,2
run ragged,0.175,2
run rampant,0.2727272727272727,2
run rate,0.44999999999999996,2
run rings around,0.35,3
run rings round,0.30000000000000004,3
run riot,0.275,2
run rough,0.5,2
run roughshod,0.42500000000000004,2
run roughshod over,0.275,3
run round after,0.125,3
run round in circles,0.42500000000000004,4
run round with,0.175,3
run scared,0.475,2
run short,0.2727272727272727,2
run somebody ragged,0.4,3
run someone ragged,0.15000000000000002,3
run something by,0.2954545454545454,3
run something into the ground,0.18181818181818182,5
run something up the flagpole,0.22499999999999998,5
run tee,0.475,2
run the clock down,0.25,4
run the gamut,0.025000000000000022,3
run the gamut of,0.275,4
run the gauntlet,0.275,3
run the risk,0.32499999999999996,3
run the show,0.25,3
run through,0.30000000000000004,2
run time,0.42500000000000004,2
run to,0.38636363636363635,2
run track,0.7291666666666666,2
run up,0.5454545454545454,2
run up against,0.31818181818181823,3
run up on,0.5454545454545454,3
run wild,0.42500000000000004,2
run with,0.35,2
run with it,0.25,3
run with scissors,0.42500000000000004,3
run with the hare and hunt with the hounds,0.175,9
run you out,0.15000000000000002,3
run you ragged,0.475,3
run-down,0.36363636363636365,1
run-in,0.22499999999999998,1
run-of-the-mill,0.2954545454545454,1
run-on sentence,0.625,2
run-time error,0.5681818181818182,2
runcible spoon,0.525,2
runcinate leaf,0.7,2
runic letter,0.55,2
runner bean,0.703125,2
runner-up,0.40909090909090895,1
runner-up finish,0.7045454545454544,2
runners-up,0.525,1
running a fever,0.6,3
running a temperature,0.36363636363636365,3
running away,0.65,2
running back,0.675,2
running battle,0.2954545454545454,2
running board,0.7954545454545454,2
running commentary,0.4,2
running costs,0.525,2
running dog,0.75,2
running for,0.375,2
running game,0.275,2
running hand,0.32499999999999996,2
running head,0.22727272727272718,2
running headline,0.4,2
running joke,0.2,2
running jump,0.55,2
running light,0.5681818181818182,2
running mate,0.9807449494949495,2
running on empty,0.35,3
running order,0.36363636363636365,2
running play,0.525,2
running postman,0.65,2
running repair,0.4,2
running shoe,0.875,2
running shoes,0.8,2
running socks,0.925,2
running sore,0.4666666666666667,2
running start,0.36363636363636365,2
running stitch,0.7045454545454544,2
running suit,0.875,2
running target,0.525,2
running time,0.38636363636363635,2
running title,0.5147058823529411,2
running total,0.42500000000000004,2
running water,0.8409090909090908,2
runny nose,0.75,2
runs batted in,0.375,3
runs in the family,0.2727272727272727,4
runt of the litter,0.30000000000000004,4
runtime error,0.5454545454545454,2
ruptured membrane,0.7954545454545454,2
rural area,0.7884615384615385,2
rural dean,0.4772727272727273,2
rural route,0.44999999999999996,2
rush about,0.375,2
rush along,0.44999999999999996,2
rush around,0.42500000000000004,2
rush at,0.275,2
rush away,0.5,2
rush hour,0.9261363636363636,2
rush in,0.4545454545454546,2
rush into,0.47368421052631593,2
rush job,0.34090909090909105,2
rush off,0.2797979797979798,2
rush out,0.475,2
rush round,0.5,2
rush through,0.4375,2
rush to conclusions,0.2,3
rushed off one's feet,0.3076923076923077,4
russian blue,0.8,2
russian doll,0.8500000000000001,2
russian dressing,0.675,2
russian orthodox,0.44047619047619047,2
russian roulette,0.6363636363636364,2
rust away,0.55,2
rust belt,0.65,2
rust fungus,0.7727272727272727,2
rust mite,0.725,2
rust out,0.625,2
rustle up,0.22499999999999998,2
rustle up for,0.2,3
rusty nail,0.890625,2
rusty rig,0.6,2
rye bread,0.5416666666666667,2
rye grass,0.75,2
rye seed,0.875,2
rye whisky,0.925,2
s and m,0.6,3
s'il vous plait,0.475,3
sabbath school,0.8999999999999999,2
sabbatical leave,0.44999999999999996,2
sabbatical year,0.375,2
saber rattling,0.2,2
saber saw,0.8500000000000001,2
saber-toothed cat,0.8,2
saber-toothed tiger,0.75,2
sable coat,0.8863636363636365,2
sable hair pencil,0.7,3
sabre rattling,0.33333333333333326,2
sabre-rattling,0.35,1
sabre-toothed tiger,0.9750000000000001,2
sack coat,0.825,2
sack lunch,0.7,2
sack of hammers,0.7749999999999999,3
sack out,0.5681818181818182,2
sack race,0.661764705882353,2
sacked out,0.15909090909090912,2
sacral nerve,0.8863636363636365,2
sacral vertebra,0.75,2
sacrament of reconciliation,0.175,3
sacrament of the sick,0.44999999999999996,4
sacramental oil,0.7749999999999999,2
sacramental wine,0.5681818181818182,2
sacred college,0.4375,2
sacred cow,0.2954545454545454,2
sacred fig,0.4545454545454546,2
sacred moose,0.515625,2
sacred scripture,0.5,2
sacred site,0.6,2
sacred text,0.475,2
sacred trinity,0.4,2
sacred writing,0.55,2
sacrifice bunt,0.55,2
sacrifice fly,0.5,2
sacrifice operation,0.4,2
sacrificial lamb,0.275,2
sacrificial poet,0.275,2
sad day,0.35,2
sad eyes,0.65,2
sad face,0.55,2
sad fact,0.2,2
sad news,0.5,2
sad part,0.29166666666666663,2
sad sack,0.30000000000000004,2
sad smile,0.5,2
sad state,0.22727272727272718,2
sad story,0.32499999999999996,2
sad thing,0.32499999999999996,2
sad truth,0.275,2
saddle,0.5669191919191918,1
saddle blanket,0.9318181818181821,2
saddle feather,0.675,2
saddle horse,0.8333333333333333,2
saddle of lamb,0.675,3
saddle roof,0.825,2
saddle seat,0.825,2
saddle shoe,0.75,2
saddle soap,0.925,2
saddle sore,0.475,2
saddle stitch,0.7749999999999999,2
saddle stool,0.875,2
saddle up,0.375,2
saddle with,0.175,2
saddleback roof,0.75,2
saddled with,0.35416666666666663,2
saddled with debt,0.22368421052631576,3
Sadie Hawkins dance,0.725,3
Sadie Hawkins Day,0.517857142857143,3
safari holiday,0.5454545454545454,2
safari jacket,0.9750000000000001,2
safari park,0.8500000000000001,2
safari suit,0.8500000000000001,2
safe and sound,0.375,3
safe area,0.32499999999999996,2
safe bet,0.275,2
safe conduct,0.40909090909090895,2
safe deposit box,0.95,3
safe distance,0.5657894736842105,2
safe environment,0.4285714285714286,2
safe harbor,0.275,2
safe haven,0.3571428571428571,2
safe house,0.5445707070707071,2
safe keeping,0.32499999999999996,2
safe mode,0.375,2
safe passage,0.525,2
safe period,0.43181818181818177,2
safe place,0.35,2
safe return,0.22499999999999998,2
safe room,0.7749999999999999,2
safe seat,0.55,2
safe sex,0.7749999999999999,2
safe-deposit box,0.8684343434343434,2
safer sex,0.5,2
safety arch,0.65,2
safety belt,0.9199494949494951,2
safety bicycle,0.7749999999999999,2
safety bike,0.8333333333333333,2
safety blitz,0.42500000000000004,2
safety board,0.7,2
safety bolt,0.925,2
safety cap,0.725,2
safety car,0.8166666666666667,2
safety catch,0.625,2
safety curtain,0.7,2
safety deposit box,0.7749999999999999,3
safety device,0.8,2
safety factor,0.42500000000000004,2
safety feature,0.55,2
safety fuse,0.725,2
safety gate,0.8,2
safety glass,0.8896464646464647,2
safety glasses,0.95,2
safety harness,0.9104506604506606,2
safety hat,0.8636363636363635,2
safety in numbers,0.4,3
safety isle,0.675,2
safety lamp,0.8,2
safety lock,0.9545454545454546,2
safety margin,0.34090909090909105,2
safety match,0.65,2
safety measure,0.44999999999999996,2
safety net,0.7652777777777778,2
safety nut,0.55,2
safety officer,0.9772727272727273,2
safety pin,0.7083333333333333,2
safety plug,0.625,2
safety rail,0.7954545454545454,2
safety razor,0.675,2
safety seal,0.8194444444444444,2
safety squeeze,0.44999999999999996,2
safety squeeze play,0.525,3
safety standard,0.42500000000000004,2
safety valve,0.875,2
safety zone,0.971424774056353,2
safety-deposit box,0.875,2
safflower oil,1.0,2
safflower seed,0.9750000000000001,2
sag down,0.590909090909091,2
sag off,0.35,2
sage brush,0.875,2
sage green,0.75,2
sagging pants,0.7749999999999999,2
sagittiform leaf,0.7954545454545454,2
sagrada familia,0.6818181818181818,2
said and done,0.25,3
said the actress to the bishop,0.35,6
said to be,0.175,3
sail away,0.625,2
sail close to the wind,0.15000000000000002,5
sail into,0.6346153846153846,2
sail off,0.5,2
sail through,0.40909090909090895,2
sailing boat,0.875,2
sailing close to the wind,0.44999999999999996,5
sailing master,0.4545454545454546,2
sailing ship,0.7424242424242423,2
sailing under false colors,0.22499999999999998,4
sailing vessel,0.7954545454545454,2
sailing warship,0.9027777777777777,2
sailor boy,0.65,2
sailor cap,0.7727272727272727,2
sailor dive,0.525,2
sailor suit,0.36994949494949503,2
Saint Bernard,0.8055555555555556,2
Saint Christopher,0.590909090909091,2
saint day,0.42500000000000004,2
saint elmo light,0.5416666666666666,3
Saint George,0.8,2
Saint John's,0.7678571428571428,2
saint nicholas,0.7,2
Saint Patrick's Day,0.75,3
saint valentine day,0.4464285714285714,3
Saint Valentine's Day,0.5681818181818182,3
saint's day,0.375,2
salad bar,0.8926767676767677,2
salad bowl,0.9698232323232324,2
salad cream,0.875,2
salad days,0.375,2
salad dodger,0.375,2
salad dressing,0.41414141414141414,2
salad fork,0.925,2
salad green,0.9318181818181821,2
salad greens,0.9750000000000001,2
salad nicoise,0.8636363636363635,2
salad oil,0.9646464646464648,2
salad plate,0.8863636363636365,2
salad spinner,0.9545454545454546,2
salade plate,0.8970588235294117,2
salami slicing,0.7749999999999999,2
salary cut,0.6,2
sale and leaseback,0.35,3
sale in gross,0.55,3
sale of the century,0.38636363636363635,4
sale of work,0.6,3
sale price,0.8,2
salem witch trials,0.625,3
sales assistant,0.7749999999999999,2
sales booth,0.8088235294117647,2
sales clerk,0.875,2
sales demonstrator,0.55,2
sales department,0.8181818181818181,2
sales division,0.725,2
sales drive,0.36363636363636365,2
sales event,0.575,2
sales force,0.55,2
sales growth,0.6,2
sales guy,0.8181818181818181,2
sales incentive,0.4,2
sales lady,0.8999999999999999,2
sales man,0.8636363636363635,2
sales manager,0.8181818181818181,2
sales outlet,0.875,2
sales person,0.590909090909091,2
sales pitch,0.590909090909091,2
sales promotion,0.7045454545454544,2
sales rep,0.7045454545454544,2
sales representative,0.7727272727272727,2
sales slip,0.625,2
sales staff,0.3977272727272727,2
sales talk,0.375,2
sales tax,0.8871212121212122,2
sales team,0.675,2
sales volume,0.6,2
salic law,0.44999999999999996,2
salicylic acid,0.7954545454545454,2
saline solution,0.8181818181818181,2
salisbury steak,0.925,2
salivary duct,0.65,2
salivary gland,0.7727272727272727,2
salk vaccine,0.675,2
sally forth,0.34090909090909105,2
sally out,0.43181818181818177,2
sally saw,0.675,2
salmon and trout,0.95,3
salmon filet,0.925,2
salmon loaf,0.8636363636363635,2
salmon pink,0.875,2
salmon trout,0.9305555555555556,2
saloon bar,0.825,2
saloon car,0.7749999999999999,2
saloon doors,0.95,2
saloon keeper,0.6666666666666666,2
salsa dancing,0.925,2
salt and pepper,0.9750000000000001,3
salt away,0.33333333333333326,2
salt cellar,0.8500000000000001,2
salt cod,0.8181818181818181,2
salt down,0.43181818181818177,2
salt flat,0.625,2
salt flats,0.65,2
salt in the wound,0.2954545454545454,4
salt lick,0.7,2
salt marsh,0.75,2
salt marsh mallow,0.75,3
salt meadow,0.7727272727272727,2
salt merchant,0.659090909090909,2
salt mine,0.7749999999999999,2
salt of the earth,0.30000000000000004,4
salt plain,0.675,2
salt pork,0.8,2
salt rush,0.25,2
salt shaker,0.4063131313131313,2
salt truck,0.925,2
salt water,1.0,2
salt water taffy,0.825,3
salt with,0.675,2
salt-free diet,0.765625,2
salt-rising bread,0.7749999999999999,2
salted peanuts,0.9772727272727273,2
saltine cracker,0.7749999999999999,2
saltwater crocodile,0.9090909090909092,2
salutatory speaker,0.675,2
salvage grocery,0.6363636363636364,2
salvage yard,0.7272727272727273,2
salvation army,0.4839646464646465,2
salwar kameez,0.7749999999999999,2
same difference,0.30000000000000004,2
same here,0.25,2
same old,0.32499999999999996,2
same old same old,0.30000000000000004,4
same old story,0.275,3
same to you,0.375,3
same-sex marriage,0.6,2
sample distribution,0.525,2
sampling error,0.42500000000000004,2
sampling frequency,0.4772727272727273,2
sampling rate,0.42500000000000004,2
sampling station,0.8500000000000001,2
sampling straw,0.6818181818181818,2
samurai class,0.65,2
samurai sword,0.9558823529411764,2
sand badger,0.7272727272727273,2
sand bar,0.868421052631579,2
sand bath,0.7749999999999999,2
sand cast,0.7749999999999999,2
sand castle,0.825,2
sand cat,0.75,2
sand cherry,0.825,2
sand crab,0.925,2
sand dollar,0.575,2
sand dune,0.8863636363636365,2
sand eel,0.9750000000000001,2
sand flea,0.9166666666666667,2
sand fly,0.6363636363636364,2
sand glass,0.8500000000000001,2
sand iron,0.8999999999999999,2
sand lance,0.525,2
sand leek,0.7045454545454544,2
sand myrtle,0.725,2
sand olive,0.6666666666666666,2
sand painting,0.7749999999999999,2
sand paper,0.725,2
sand rat,0.8235294117647058,2
sand sedge,0.65,2
sand snake,0.925,2
sand sole,0.5454545454545454,2
sand table,0.8541666666666667,2
sand tiger,0.7954545454545454,2
sand trap,0.6818181818181818,2
sand viper,0.75,2
sand wedge,0.8500000000000001,2
sandal strap,0.735294117647059,2
sandalwood tree,0.875,2
sanding machine,0.95,2
sandshoe crusher,0.75,2
sandwich bar,0.875,2
sandwich between,0.4545454545454546,2
sandwich board,0.9191919191919192,2
sandwich cake,0.875,2
sandwich coin,0.525,2
sandwich plate,0.825,2
sandwich shop,1.0,2
sandwich short of a picnic,0.35,5
sandwich together,0.525,2
sandwich together with,0.44999999999999996,3
sandwiched in,0.55,2
sanitary code,0.55,2
sanitary condition,0.5,2
sanitary fittings,0.625,2
sanitary landfill,0.75,2
sanitary napkin,0.8409090909090908,2
sanitary pad,1.0,2
sanitary protection,0.875,2
sanitary towel,0.9545454545454546,2
sanitation department,0.825,2
sanitation worker,0.825,2
sans  serif,0.75,2
sanskritic language,0.7,2
Santa Claus,0.55,2
santa's elves,0.625,2
santa's helpers,0.75,2
santa's list,0.6,2
santa's sack,0.75,2
santa's workshop,0.475,2
sap tube,0.6,2
saponic acid,0.7749999999999999,2
sapphire blue,0.7954545454545454,2
saran wrap,0.9333333333333333,2
sardine can,0.8999999999999999,2
sardine oil,0.7749999999999999,2
sash cord,0.75,2
sash fastener,0.825,2
sash line,0.7749999999999999,2
sash lock,0.7692307692307692,2
sash window,0.95,2
saskatchewan pheasant,0.725,2
sat nav,0.925,2
satay sauce,0.725,2
sated with,0.275,2
satellite dish,0.2174242424242424,2
satellite state,0.5454545454545454,2
satellite station,0.8,2
satellite telephone,0.8500000000000001,2
satellite television,0.8500000000000001,2
satellite transmitter,0.7749999999999999,2
satellite tv,0.925,2
satin finish,0.7749999999999999,2
satin leaf,0.75,2
satin ribbon,0.8999999999999999,2
satin stitch,0.725,2
satisfied with,0.25,2
saturated fat,0.75,2
saturated fatty acid,0.7,3
saturated solution,0.6136363636363636,2
saturated vapor pressure,0.625,3
saturation bombing,0.4545454545454546,2
saturation coverage,0.475,2
saturation point,0.575,2
saturation vapor pressure,0.6153846153846154,3
saturday night special,0.4,3
